"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 28 19:48:28 GMT 2024","Sun Jan 28 19:48:28 GMT 2024","22","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminAssignRoleEndpoint","Test exception deserialization",""
"passed","Sun Jan 28 19:48:21 GMT 2024","Sun Jan 28 19:48:21 GMT 2024","1","","Test enroll student in courses","","com.coursemanagement.unit.service.CourseManagementServiceImplTest$TestStudentCourseEnrollment","testEnrollStudentCourseAccessControl_ThrowException","Requested by admin for instructor",""
"passed","Sun Jan 28 19:48:22 GMT 2024","Sun Jan 28 19:48:22 GMT 2024","0","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","testUserAssociationAccess","Test user access to their lesson when the current user is different",""
"passed","Sun Jan 28 19:48:24 GMT 2024","Sun Jan 28 19:48:24 GMT 2024","190","","com.coursemanagement.unit.resource.ResetPasswordControllerTest","","com.coursemanagement.unit.resource.ResetPasswordControllerTest","testResetPasswordEndpoint_ValidRequest","Test reset password endpoint with valid request",""
"passed","Sun Jan 28 19:48:20 GMT 2024","Sun Jan 28 19:48:20 GMT 2024","18","","Token confirmation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$TokenConfirmationTests","testFindConfirmationTokenByTokenAndTypeExist","Test token confirmation by token and type when token exists 1 token type = EMAIL_CONFIRMATION",""
"passed","Sun Jan 28 19:48:46 GMT 2024","Sun Jan 28 19:48:46 GMT 2024","30","","com.coursemanagement.integration.e2e.CourseInformationTest","","com.coursemanagement.integration.e2e.CourseInformationTest","testGettingCourseInformation","Test get students per course unauthorized request",""
"passed","Sun Jan 28 19:48:48 GMT 2024","Sun Jan 28 19:48:48 GMT 2024","39","","com.coursemanagement.integration.e2e.HomeworkManagementTest","","com.coursemanagement.integration.e2e.HomeworkManagementTest","testHomeworkDownloadingFlow","Test homework downloading by another student",""
"passed","Sun Jan 28 19:48:51 GMT 2024","Sun Jan 28 19:48:51 GMT 2024","48","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","testValidFeedbackSubmissionFlow","Test submission by an admin",""
"passed","Sun Jan 28 19:48:21 GMT 2024","Sun Jan 28 19:48:21 GMT 2024","2","","Test student course completion","","com.coursemanagement.unit.service.CourseManagementServiceImplTest$TestStudentCourseCompletion","testCompleteStudentCourseValidation","Final course mark is bellow min course passing mark",""
"passed","Sun Jan 28 19:48:21 GMT 2024","Sun Jan 28 19:48:21 GMT 2024","11","","com.coursemanagement.unit.service.LessonServiceImplTest","","com.coursemanagement.unit.service.LessonServiceImplTest","testGetUserLessonsWithContentPerCourse","Test get user lessons with detailed information",""
