"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 19 20:26:45 GMT 2024","Mon Feb 19 20:26:45 GMT 2024","13","","com.coursemanagement.unit.resource.AuthenticationControllerTest","","com.coursemanagement.unit.resource.AuthenticationControllerTest","testRegistrationEndpoint_InvalidRequest","Test empty email registration request",""
"passed","Mon Feb 19 20:26:48 GMT 2024","Mon Feb 19 20:26:48 GMT 2024","13","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminAllUsersEndpoint","Test unauthorized access to admins endpoint",""
"passed","Mon Feb 19 20:26:50 GMT 2024","Mon Feb 19 20:26:50 GMT 2024","2","","com.coursemanagement.unit.service.LessonServiceImplTest","","com.coursemanagement.unit.service.LessonServiceImplTest","testGetUserLessonsWithContentPerCourse","Test course access validation whn student doesn't have it",""
"passed","Mon Feb 19 20:26:51 GMT 2024","Mon Feb 19 20:26:51 GMT 2024","1","","Token confirmation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$TokenConfirmationTests","testThrowSystemExceptionWhenTokenIsInvalid","Test token: EMAIL_CONFIRMATION with status: NOT_ACTIVATED expired: true",""
"passed","Mon Feb 19 20:26:28 GMT 2024","Mon Feb 19 20:26:28 GMT 2024","31","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","testBadFeedbackSubmissionFlow","Test submission without feedback",""
"passed","Mon Feb 19 20:26:51 GMT 2024","Mon Feb 19 20:26:51 GMT 2024","0","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","testUserAssociationAccess","Test admin access to a course when the requested user doesn't have access",""
"passed","Mon Feb 19 20:26:28 GMT 2024","Mon Feb 19 20:26:28 GMT 2024","51","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","testBadFeedbackSubmissionFlow","Test submission without specifying an instructor",""
"passed","Mon Feb 19 20:26:37 GMT 2024","Mon Feb 19 20:26:38 GMT 2024","64","","com.coursemanagement.integration.repository.CourseRepositoryTest","","com.coursemanagement.integration.repository.CourseRepositoryTest","testFindCourseByCode_UserCourse_Is_Fetched","Test find course by code with fetched user courses",""
"passed","Mon Feb 19 20:26:50 GMT 2024","Mon Feb 19 20:26:50 GMT 2024","0","","com.coursemanagement.unit.service.EncryptionServiceImplTest","","com.coursemanagement.unit.service.EncryptionServiceImplTest","testUrlTokenEncryption","Test token encryption",""
"passed","Mon Feb 19 20:26:45 GMT 2024","Mon Feb 19 20:26:45 GMT 2024","8","","com.coursemanagement.unit.resource.AuthenticationControllerTest","","com.coursemanagement.unit.resource.AuthenticationControllerTest","testRegistrationEndpoint_InvalidRequest","Test empty email login request",""
"passed","Mon Feb 19 20:26:45 GMT 2024","Mon Feb 19 20:26:45 GMT 2024","45","","User login endpoint tests","","com.coursemanagement.unit.resource.AuthenticationControllerTest$LoginEndpointTests","testLoginEndpoint_ValidRequest","Test login endpoint valid request",""
"passed","Mon Feb 19 20:26:50 GMT 2024","Mon Feb 19 20:26:50 GMT 2024","3","","Test student course completion","","com.coursemanagement.unit.service.CourseManagementServiceImplTest$TestStudentCourseCompletion","testCompleteStudentCourseValidation","Not all lessons are graded",""
