"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","1","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","testUserAssociationAccess","Test user access to their lesson when the current user is different",""
"passed","Tue Jan 30 21:11:47 GMT 2024","Tue Jan 30 21:11:47 GMT 2024","32","","com.coursemanagement.integration.e2e.MarkAssignmentTest","","com.coursemanagement.integration.e2e.MarkAssignmentTest","testBadMarkAssignmentFlow","Test mark assignment without specifying a student",""
"passed","Tue Jan 30 21:11:15 GMT 2024","Tue Jan 30 21:11:16 GMT 2024","374","","com.coursemanagement.unit.security.AuthenticationServiceImplTest","","com.coursemanagement.unit.security.AuthenticationServiceImplTest","testEmailAlreadyExist","Test existing email validation",""
"passed","Tue Jan 30 21:11:26 GMT 2024","Tue Jan 30 21:11:26 GMT 2024","20","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserLessonPerCourseEndpoint","Test exception deserialization",""
"passed","Tue Jan 30 21:11:27 GMT 2024","Tue Jan 30 21:11:27 GMT 2024","19","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testCourseCompletionEndpoint","Test unauthorized access to endpoint",""
"passed","Tue Jan 30 21:11:44 GMT 2024","Tue Jan 30 21:11:44 GMT 2024","29","","com.coursemanagement.integration.e2e.RegistrationTest","","com.coursemanagement.integration.e2e.RegistrationTest","testRegistrationFlow","Test user registration with invalid email",""
"passed","Tue Jan 30 21:11:49 GMT 2024","Tue Jan 30 21:11:49 GMT 2024","32","","com.coursemanagement.integration.e2e.AuthenticationTest","","com.coursemanagement.integration.e2e.AuthenticationTest","testUserAuthenticationFlow","Test user login without password",""
"passed","Tue Jan 30 21:11:46 GMT 2024","Tue Jan 30 21:11:46 GMT 2024","30","","com.coursemanagement.integration.e2e.RoleAssignmentTest","","com.coursemanagement.integration.e2e.RoleAssignmentTest","testFailureRoleAssignmentFlow","Test user id and roles are null",""
"passed","Tue Jan 30 21:11:44 GMT 2024","Tue Jan 30 21:11:44 GMT 2024","285","","com.coursemanagement.integration.e2e.InstructorAssignmentTest","","com.coursemanagement.integration.e2e.InstructorAssignmentTest","testInstructorAssignmentFlow","Test potential instructor doesn't have respective role",""
"passed","Tue Jan 30 21:11:25 GMT 2024","Tue Jan 30 21:11:25 GMT 2024","12","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminAssignRoleEndpoint","Test exception deserialization",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","1","","com.coursemanagement.unit.service.HomeworkServiceImplTest","","com.coursemanagement.unit.service.HomeworkServiceImplTest","testHomeworkManagement","Test user is not associated with lesson file during downloading",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","13","","com.coursemanagement.unit.service.LessonServiceImplTest","","com.coursemanagement.unit.service.LessonServiceImplTest","testGetUserLessonsWithContentPerCourse","Test get user lessons with detailed information",""
"passed","Tue Jan 30 21:11:27 GMT 2024","Tue Jan 30 21:11:27 GMT 2024","10","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testFeedbackSubmissionEndpoint","Test unauthorized access to instructors endpoint",""
"passed","Tue Jan 30 21:11:15 GMT 2024","Tue Jan 30 21:11:15 GMT 2024","140","","com.coursemanagement.unit.security.JwtServiceImplTest","","com.coursemanagement.unit.security.JwtServiceImplTest","testJwtGeneration","Test jwt generation",""
"passed","Tue Jan 30 21:11:23 GMT 2024","Tue Jan 30 21:11:23 GMT 2024","12","","User registration endpoint tests","","com.coursemanagement.unit.resource.AuthenticationControllerTest$RegistrationEndpointTests","testRegistrationEndpoint_ValidRequest","Test registration endpoint valid request",""
"passed","Tue Jan 30 21:11:47 GMT 2024","Tue Jan 30 21:11:48 GMT 2024","93","","com.coursemanagement.integration.e2e.MarkAssignmentTest","","com.coursemanagement.integration.e2e.MarkAssignmentTest","testValidMarkAssignmentRequest","Test valid mark assignment request [4] Test valid mark assignment (BELOW_AVERAGE) by admin",""
"passed","Tue Jan 30 21:11:25 GMT 2024","Tue Jan 30 21:11:25 GMT 2024","19","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminUserCoursesEndpoint","Test exception deserialization",""
"passed","Tue Jan 30 21:11:49 GMT 2024","Tue Jan 30 21:11:50 GMT 2024","56","","com.coursemanagement.integration.e2e.CourseCompletionTest","","com.coursemanagement.integration.e2e.CourseCompletionTest","testCourseCompletionFlow","Test course completion when all lessons are marked equal to allowed percent",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","2","","com.coursemanagement.unit.service.LessonServiceImplTest","","com.coursemanagement.unit.service.LessonServiceImplTest","testGetUserLessonsWithContentPerCourse","Test mark assignment validation when current user doesn't have access to instructor",""
"failed","Tue Jan 30 21:11:43 GMT 2024","Tue Jan 30 21:11:44 GMT 2024","927","","com.coursemanagement.integration.e2e.RegistrationTest","","com.coursemanagement.integration.e2e.RegistrationTest","testRegistrationFlow","Test successful user registration",""
"passed","Tue Jan 30 21:11:50 GMT 2024","Tue Jan 30 21:11:50 GMT 2024","53","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","testValidFeedbackSubmissionFlow","Test submission by an instructor",""
"passed","Tue Jan 30 21:11:50 GMT 2024","Tue Jan 30 21:11:50 GMT 2024","35","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","testBadFeedbackSubmissionFlow","Test submission without specifying a course",""
"passed","Tue Jan 30 21:11:41 GMT 2024","Tue Jan 30 21:11:41 GMT 2024","47","","com.coursemanagement.integration.repository.CourseRepositoryTest","","com.coursemanagement.integration.repository.CourseRepositoryTest","testFindCourseByCode_User_Roles_Are_Fetched","Test find course by code with fetched user roles",""
"passed","Tue Jan 30 21:11:22 GMT 2024","Tue Jan 30 21:11:22 GMT 2024","9","","com.coursemanagement.unit.resource.AuthenticationControllerTest","","com.coursemanagement.unit.resource.AuthenticationControllerTest","testRegistrationEndpoint_InvalidRequest","Test empty email login request",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","1","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","testUserAssociationAccess","Test current user has access to their lesson file",""
"passed","Tue Jan 30 21:11:47 GMT 2024","Tue Jan 30 21:11:47 GMT 2024","146","","com.coursemanagement.integration.e2e.MarkAssignmentTest","","com.coursemanagement.integration.e2e.MarkAssignmentTest","testBadMarkAssignmentFlow","Test unauthorized mark assignment new user access",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","4","","com.coursemanagement.unit.service.UserServiceImplTest","","com.coursemanagement.unit.service.UserServiceImplTest","testGetUser","Test resolve current user",""
"passed","Tue Jan 30 21:11:22 GMT 2024","Tue Jan 30 21:11:22 GMT 2024","6","","com.coursemanagement.unit.resource.AuthenticationControllerTest","","com.coursemanagement.unit.resource.AuthenticationControllerTest","testRegistrationEndpoint_InvalidRequest","Test null email login request",""
"failed","Tue Jan 30 21:11:44 GMT 2024","Tue Jan 30 21:11:44 GMT 2024","110","","com.coursemanagement.integration.e2e.RegistrationTest","","com.coursemanagement.integration.e2e.RegistrationTest","testRegistrationFlow","Test user registration with already existing email",""
"passed","Tue Jan 30 21:11:25 GMT 2024","Tue Jan 30 21:11:25 GMT 2024","11","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminUserByIdEndpoint","Test exception deserialization",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","3","","com.coursemanagement.unit.service.HomeworkServiceImplTest","","com.coursemanagement.unit.service.HomeworkServiceImplTest","testHomeworkDownloading","Test homework file downloading",""
"passed","Tue Jan 30 21:11:48 GMT 2024","Tue Jan 30 21:11:49 GMT 2024","139","","com.coursemanagement.integration.e2e.AuthenticationTest","","com.coursemanagement.integration.e2e.AuthenticationTest","testUserAuthenticationFlow","Test successful student login",""
"passed","Tue Jan 30 21:11:46 GMT 2024","Tue Jan 30 21:11:46 GMT 2024","30","","com.coursemanagement.integration.e2e.RoleAssignmentTest","","com.coursemanagement.integration.e2e.RoleAssignmentTest","testFailureRoleAssignmentFlow","Test user id is null",""
"passed","Tue Jan 30 21:11:27 GMT 2024","Tue Jan 30 21:11:27 GMT 2024","8","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testCourseCompletionEndpoint","Test exception deserialization",""
"passed","Tue Jan 30 21:11:27 GMT 2024","Tue Jan 30 21:11:27 GMT 2024","6","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testAssignInstructorToCourseEndpoint","Test empty body request",""
"passed","Tue Jan 30 21:11:26 GMT 2024","Tue Jan 30 21:11:26 GMT 2024","17","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testStudentsPerCourseEndpoint","Test valid students per course request",""
"passed","Tue Jan 30 21:11:25 GMT 2024","Tue Jan 30 21:11:25 GMT 2024","21","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminStudentCourseMarkEndpoint","Test unauthorized access to admins endpoint",""
"passed","Tue Jan 30 21:11:40 GMT 2024","Tue Jan 30 21:11:40 GMT 2024","41","","com.coursemanagement.integration.repository.UserCourseRepositoryTest","","com.coursemanagement.integration.repository.UserCourseRepositoryTest","testFindStudentsByCourseCode_Not_Students","Test find students by course code should not contain other users",""
"passed","Tue Jan 30 21:11:51 GMT 2024","Tue Jan 30 21:11:51 GMT 2024","62","","com.coursemanagement.integration.e2e.ResetPasswordTest","","com.coursemanagement.integration.e2e.ResetPasswordTest","testResetPasswordFlow","Test empty password request",""
"passed","Tue Jan 30 21:11:17 GMT 2024","Tue Jan 30 21:11:17 GMT 2024","14","","Token confirmation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$TokenConfirmationTests","testFindConfirmationTokenByTokenAndTypeExist","Test token confirmation by token and type when token exists 2 token type = RESET_PASSWORD",""
"passed","Tue Jan 30 21:11:16 GMT 2024","Tue Jan 30 21:11:16 GMT 2024","4","","com.coursemanagement.unit.service.RoleManagementServiceImplTest","","com.coursemanagement.unit.service.RoleManagementServiceImplTest","testAddRoleToUser","Test add role to user",""
"passed","Tue Jan 30 21:11:22 GMT 2024","Tue Jan 30 21:11:22 GMT 2024","34","","com.coursemanagement.unit.resource.LessonResourceTest","","com.coursemanagement.unit.resource.LessonResourceTest","testAssignMarkEndpoint","Test valid mark assigment request",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","1","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","testUserAssociationAccess","Test current user has access to their course",""
"passed","Tue Jan 30 21:11:25 GMT 2024","Tue Jan 30 21:11:25 GMT 2024","13","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminAssignRoleEndpoint","Test valid role assigment request",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","1","","com.coursemanagement.unit.service.EncryptionServiceImplTest","","com.coursemanagement.unit.service.EncryptionServiceImplTest","testUrlTokenEncryption","Test token encryption",""
"passed","Tue Jan 30 21:11:22 GMT 2024","Tue Jan 30 21:11:23 GMT 2024","42","","User login endpoint tests","","com.coursemanagement.unit.resource.AuthenticationControllerTest$LoginEndpointTests","testLoginEndpoint_ValidRequest","Test login endpoint valid request",""
"passed","Tue Jan 30 21:11:14 GMT 2024","Tue Jan 30 21:11:14 GMT 2024","24","","com.coursemanagement.CourseManagementApplicationTests","","com.coursemanagement.CourseManagementApplicationTests","contextLoads","contextLoads()",""
"passed","Tue Jan 30 21:11:27 GMT 2024","Tue Jan 30 21:11:27 GMT 2024","3","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testCourseEnrollmentsEndpoint","Test empty body request",""
"passed","Tue Jan 30 21:11:49 GMT 2024","Tue Jan 30 21:11:49 GMT 2024","29","","com.coursemanagement.integration.e2e.CourseCompletionTest","","com.coursemanagement.integration.e2e.CourseCompletionTest","testCourseCompletionFlow","Test course completion request without course code",""
"passed","Tue Jan 30 21:11:23 GMT 2024","Tue Jan 30 21:11:23 GMT 2024","25","","User login endpoint tests","","com.coursemanagement.unit.resource.AuthenticationControllerTest$LoginEndpointTests","testLoginEndpoint_BadCredentials","Test login endpoint with bad credentials",""
"passed","Tue Jan 30 21:11:26 GMT 2024","Tue Jan 30 21:11:26 GMT 2024","52","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserCoursesByCourseCodeEndpoint","Test valid user course details request",""
"passed","Tue Jan 30 21:11:26 GMT 2024","Tue Jan 30 21:11:26 GMT 2024","5","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserCoursesEndpoint","Test unauthorized access to endpoint",""
"passed","Tue Jan 30 21:11:26 GMT 2024","Tue Jan 30 21:11:26 GMT 2024","7","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserCoursesByCourseCodeEndpoint","Test exception deserialization",""
"passed","Tue Jan 30 21:11:17 GMT 2024","Tue Jan 30 21:11:17 GMT 2024","90","","Invocation user activation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$InvocationUserActivationTests","testInvokeUserActivationAfterEmailConfirmation","Test invoke user activation after email confirmation",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","2","","Test enroll student in courses","","com.coursemanagement.unit.service.CourseManagementServiceImplTest$TestStudentCourseEnrollment","testEnrollStudentInCourse_Success","Requested one new course in addition to 4 existing",""
"passed","Tue Jan 30 21:11:49 GMT 2024","Tue Jan 30 21:11:49 GMT 2024","32","","com.coursemanagement.integration.e2e.AuthenticationTest","","com.coursemanagement.integration.e2e.AuthenticationTest","testUserAuthenticationFlow","Test user login with invalid email",""
"passed","Tue Jan 30 21:11:25 GMT 2024","Tue Jan 30 21:11:25 GMT 2024","20","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminUserByIdEndpoint","Test unauthorized access to admins endpoint",""
"broken","Tue Jan 30 21:11:44 GMT 2024","Tue Jan 30 21:11:44 GMT 2024","3","","com.coursemanagement.integration.e2e.RegistrationTest","","com.coursemanagement.integration.e2e.RegistrationTest","testRegistrationFlow","Test email confirmation receiving",""
"passed","Tue Jan 30 21:11:17 GMT 2024","Tue Jan 30 21:11:17 GMT 2024","5","","Token confirmation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$TokenConfirmationTests","testValidTokenIsActivated","Test valid token is activated after confirmation 2 token type = RESET_PASSWORD",""
"passed","Tue Jan 30 21:11:26 GMT 2024","Tue Jan 30 21:11:26 GMT 2024","7","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testStudentsPerCourseEndpoint","Test unauthorized access to endpoint",""
"passed","Tue Jan 30 21:11:25 GMT 2024","Tue Jan 30 21:11:25 GMT 2024","17","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminUserCourseDetailsEndpoint","Test exception deserialization",""
"passed","Tue Jan 30 21:11:24 GMT 2024","Tue Jan 30 21:11:24 GMT 2024","6","","com.coursemanagement.unit.resource.HomeworkResourceTest","","com.coursemanagement.unit.resource.HomeworkResourceTest","testDownloadHomeworkEndpoint","Test valid homework downloading request",""
"passed","Tue Jan 30 21:11:47 GMT 2024","Tue Jan 30 21:11:47 GMT 2024","122","","com.coursemanagement.integration.e2e.MarkAssignmentTest","","com.coursemanagement.integration.e2e.MarkAssignmentTest","testValidMarkAssignmentRequest","Test valid mark assignment request [1] Test valid mark assignment (POOR) by instructor",""
"passed","Tue Jan 30 21:11:21 GMT 2024","Tue Jan 30 21:11:21 GMT 2024","4","","com.coursemanagement.unit.resource.ResetPasswordControllerTest","","com.coursemanagement.unit.resource.ResetPasswordControllerTest","testResetPasswordEndpoints_InvalidRequest","Test reset password request endpoint without email parameter",""
"passed","Tue Jan 30 21:11:26 GMT 2024","Tue Jan 30 21:11:26 GMT 2024","12","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserCourseFinalMarkEndpoint","Test exception deserialization",""
"passed","Tue Jan 30 21:11:17 GMT 2024","Tue Jan 30 21:11:17 GMT 2024","2","","Token confirmation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$TokenConfirmationTests","testThrowSystemExceptionWhenTokenIsInvalid","Test token: RESET_PASSWORD with status: ACTIVATED expired: false",""
"passed","Tue Jan 30 21:11:23 GMT 2024","Tue Jan 30 21:11:23 GMT 2024","4","","com.coursemanagement.unit.resource.UserResourceTest","","com.coursemanagement.unit.resource.UserResourceTest","testCurrentUserEndpoint","Test unauthorized access to endpoint",""
"passed","Tue Jan 30 21:11:17 GMT 2024","Tue Jan 30 21:11:17 GMT 2024","7","","Old tokens invalidation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$OldTokenInvalidationTests","testOldTokensInvalidation","Verify old tokens get invalidated when a new confirmation token is created 1 old tokens are invalidated after EMAIL_CONFIRMATION is created",""
"passed","Tue Jan 30 21:11:26 GMT 2024","Tue Jan 30 21:11:26 GMT 2024","38","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserLessonPerCourseEndpoint","Test valid user lessons per course request",""
"passed","Tue Jan 30 21:11:45 GMT 2024","Tue Jan 30 21:11:45 GMT 2024","82","","com.coursemanagement.integration.e2e.RoleAssignmentTest","","com.coursemanagement.integration.e2e.RoleAssignmentTest","testSuccessfulRoleAssignmentFlow","Test successful role assignment flow [2] role assignment = RoleAssignmentDto[userId=5, roles=[STUDENT]]",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","6","","com.coursemanagement.unit.service.UserServiceImplTest","","com.coursemanagement.unit.service.UserServiceImplTest","testGetUser","Test get all users",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","1","","com.coursemanagement.unit.service.LessonServiceImplTest","","com.coursemanagement.unit.service.LessonServiceImplTest","testGetUserLessonsWithContentPerCourse","Test assign mark to user lesson",""
"passed","Tue Jan 30 21:11:25 GMT 2024","Tue Jan 30 21:11:25 GMT 2024","13","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminStudentCourseMarkEndpoint","Test exception deserialization",""
"passed","Tue Jan 30 21:11:17 GMT 2024","Tue Jan 30 21:11:17 GMT 2024","1","","Test enroll student in courses","","com.coursemanagement.unit.service.CourseManagementServiceImplTest$TestStudentCourseEnrollment","testEnrollStudentCourseAccessControl_ThrowException","Requested by admin for instructor",""
"passed","Tue Jan 30 21:11:26 GMT 2024","Tue Jan 30 21:11:26 GMT 2024","16","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserLessonPerCourseEndpoint","Test unauthorized access to endpoint",""
"passed","Tue Jan 30 21:11:45 GMT 2024","Tue Jan 30 21:11:45 GMT 2024","70","","com.coursemanagement.integration.e2e.CourseInformationTest","","com.coursemanagement.integration.e2e.CourseInformationTest","testGettingCourseInformation","Test get students per course valid request",""
"passed","Tue Jan 30 21:11:48 GMT 2024","Tue Jan 30 21:11:48 GMT 2024","98","","com.coursemanagement.integration.e2e.MarkAssignmentTest","","com.coursemanagement.integration.e2e.MarkAssignmentTest","testValidMarkAssignmentRequest","Test valid mark assignment request [7] Test valid mark assignment (ABOVE_AVERAGE) by instructor",""
"passed","Tue Jan 30 21:11:49 GMT 2024","Tue Jan 30 21:11:49 GMT 2024","64","","com.coursemanagement.integration.e2e.CourseCompletionTest","","com.coursemanagement.integration.e2e.CourseCompletionTest","testCourseCompletionFlow","Test course completion when all lessons are marked above allowed percent",""
"passed","Tue Jan 30 21:11:17 GMT 2024","Tue Jan 30 21:11:17 GMT 2024","49","","com.coursemanagement.unit.service.FileServiceImplTest","","com.coursemanagement.unit.service.FileServiceImplTest","testGetFileById","Test get file by id",""
"passed","Tue Jan 30 21:11:50 GMT 2024","Tue Jan 30 21:11:50 GMT 2024","47","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","testValidFeedbackSubmissionFlow","Test submission by an admin",""
"passed","Tue Jan 30 21:11:18 GMT 2024","Tue Jan 30 21:11:18 GMT 2024","1","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","testUserAssociationAccess","Test current user doesn't have access to their course",""
